mfc1,mfc2,mfc3,mfc4,mfc5,mfc6,mfc7,mfc8,mfc9,mfc10,x1,y1,x2,y2,n,split
0.0682,0.0411,0.0217,0.0116,0.0,0.1525,0.0598,0.0248,0.0124,0.0111,2430.0,4100.0,,,1,test
0.0517,0.0445,0.0271,0.0133,0.0,0.0924,0.0999,0.0355,0.0143,0.0103,4430.0,4100.0,,,1,train
0.0526,0.0542,0.0634,0.0998,0.0559,0.0931,0.1082,0.0655,0.0818,0.0468,4430.0,4100.0,11180.0,2350.0,2,train
0.0195,0.0362,0.0804,0.1286,0.0752,0.0198,0.0467,0.1227,0.1462,0.0664,9680.0,3850.0,8430.0,3600.0,2,train
0.0205,0.0371,0.0529,0.0375,0.018,0.0228,0.0574,0.1127,0.0505,0.02,8430.0,3600.0,,,1,train
0.1117,0.1246,0.0746,0.0435,0.0192,0.0639,0.0932,0.1295,0.0556,0.021,8430.0,3600.0,4180.0,1100.0,2,train
0.2486,0.1365,0.0407,0.0118,0.0,0.0945,0.0731,0.0331,0.0108,0.0,4180.0,1100.0,1930.0,1100.0,2,train
0.0284,0.0681,0.1267,0.0326,0.0141,0.0245,0.0379,0.0372,0.0249,0.0156,7680.0,600.0,,,1,train
0.0436,0.0953,0.1518,0.0437,0.0163,0.0469,0.1238,0.1101,0.0408,0.017,7680.0,600.0,6930.0,4100.0,2,train
0.0298,0.0423,0.0396,0.0236,0.0124,0.0368,0.1038,0.088,0.0287,0.015,6930.0,4100.0,,,1,train
0.0288,0.0456,0.0552,0.061,0.0513,0.036,0.1078,0.1087,0.1508,0.0657,6930.0,4100.0,11930.0,3850.0,2,train
0.0488,0.0392,0.0344,0.0488,0.0456,0.1919,0.0628,0.0445,0.1353,0.061,11930.0,3850.0,2930.0,4600.0,2,train
0.0478,0.0343,0.0169,0.0,0.0,0.1871,0.0567,0.0202,0.0013,0.009,2930.0,4600.0,,,1,train
0.0507,0.047,0.0512,0.0482,0.025,0.1899,0.0741,0.0859,0.0826,0.0271,2930.0,4600.0,9930.0,3600.0,2,test
0.0174,0.0347,0.0718,0.1411,0.0697,0.0185,0.0489,0.1541,0.1034,0.0549,8930.0,4350.0,11430.0,1850.0,2,train
0.0102,0.0188,0.0453,0.1207,0.0603,0.0096,0.0192,0.0337,0.0611,0.0462,11430.0,1850.0,,,1,train
0.014,0.0333,0.0752,0.1468,0.0733,0.0153,0.0438,0.1271,0.1206,0.059,11430.0,1850.0,9430.0,4100.0,2,train
0.0185,0.0295,0.0436,0.0419,0.026,0.0184,0.0409,0.1086,0.0765,0.0292,9430.0,4100.0,,,1,train
0.0096,0.0249,0.0507,0.1052,0.1634,0.0113,0.0355,0.1114,0.0998,0.0696,9430.0,4100.0,13430.0,1100.0,2,train
0.0127,0.0166,0.0247,0.0813,0.153,0.0116,0.0173,0.0216,0.0426,0.06,13430.0,1100.0,,,1,train
0.0131,0.0304,0.0618,0.1125,0.1645,0.0139,0.0376,0.0883,0.0929,0.0708,13430.0,1100.0,9430.0,3350.0,2,train
0.0166,0.0365,0.0698,0.0735,0.044,0.0177,0.0476,0.125,0.2217,0.0495,9430.0,3350.0,10930.0,4850.0,2,train
0.0105,0.0184,0.0291,0.0375,0.0277,0.0105,0.0229,0.0577,0.17,0.0356,10930.0,4850.0,,,1,train
0.0256,0.0576,0.1008,0.0676,0.0375,0.0246,0.0561,0.1015,0.1915,0.0419,10930.0,4850.0,8180.0,2100.0,2,train
0.099,0.0973,0.0346,0.0143,0.0,0.0527,0.0517,0.0282,0.0134,0.0118,4180.0,1350.0,,,1,train
0.0942,0.0949,0.0395,0.0556,0.1965,0.0486,0.0487,0.0316,0.0387,0.0694,4180.0,1350.0,14180.0,1600.0,2,train
0.0124,0.0168,0.0205,0.0545,0.1987,0.0111,0.0162,0.0187,0.0381,0.0733,14180.0,1600.0,,,1,train
0.0563,0.0963,0.0625,0.0639,0.1961,0.0468,0.0691,0.051,0.0479,0.0718,14180.0,1600.0,5680.0,2100.0,2,train
0.0597,0.0981,0.0573,0.0229,0.0101,0.0495,0.0709,0.0468,0.0219,0.0134,5680.0,2100.0,,,1,train
0.0546,0.1573,0.0639,0.0517,0.1391,0.0359,0.0498,0.0408,0.049,0.1194,14930.0,2600.0,5680.0,850.0,2,train
0.0612,0.1615,0.0629,0.0244,0.0129,0.0413,0.0551,0.0403,0.0225,0.0161,5680.0,850.0,,,1,train
0.0546,0.1583,0.0621,0.0439,0.2164,0.0357,0.0493,0.038,0.0338,0.0558,5680.0,850.0,14680.0,1350.0,2,train
0.0257,0.0486,0.0803,0.1063,0.2399,0.0228,0.042,0.0667,0.0864,0.0795,14680.0,1350.0,10180.0,2350.0,2,train
0.0252,0.0494,0.0771,0.0839,0.0372,0.0221,0.0417,0.0636,0.0709,0.0365,10180.0,2350.0,,,1,train
0.0243,0.0535,0.0879,0.1131,0.0836,0.0215,0.0443,0.0769,0.1651,0.1285,10180.0,2350.0,12930.0,4350.0,2,train
0.0185,0.0385,0.0427,0.084,0.2414,0.0157,0.0279,0.0405,0.1446,0.2046,12930.0,4350.0,14930.0,2100.0,2,train
0.0144,0.036,0.0292,0.0457,0.169,0.0116,0.021,0.0218,0.04,0.1019,14930.0,2100.0,,,1,train
0.0414,0.0843,0.092,0.073,0.1781,0.037,0.0732,0.0835,0.0679,0.1076,14930.0,2100.0,7680.0,2600.0,2,train
0.0436,0.085,0.0864,0.0409,0.016,0.0387,0.074,0.0788,0.0396,0.0182,7680.0,2600.0,,,1,train
0.0625,0.1442,0.2142,0.0633,0.0237,0.0527,0.098,0.1036,0.0544,0.0233,7680.0,2600.0,7680.0,350.0,2,train
0.0419,0.1032,0.1589,0.0371,0.013,0.0327,0.0529,0.0475,0.0277,0.0149,7680.0,350.0,,,1,train
0.0515,0.1228,0.1942,0.0728,0.0319,0.0429,0.0805,0.1269,0.0877,0.0326,7680.0,350.0,9430.0,3600.0,2,train
0.0419,0.0826,0.0985,0.0774,0.0382,0.0392,0.0886,0.2105,0.1207,0.0404,9430.0,3600.0,8930.0,4100.0,2,train
0.057,0.1186,0.1317,0.066,0.0292,0.0501,0.1,0.1736,0.083,0.0304,8930.0,4100.0,7430.0,1850.0,2,train
0.0484,0.1009,0.1007,0.0394,0.0154,0.0403,0.0686,0.0637,0.0339,0.0175,7430.0,1850.0,,,1,train
0.0773,0.2528,0.1389,0.0485,0.0185,0.0577,0.0918,0.0809,0.0414,0.0194,7430.0,1850.0,5930.0,350.0,2,train
0.0272,0.0562,0.0584,0.1579,0.0716,0.0223,0.0368,0.0404,0.0535,0.0468,11930.0,1350.0,,,1,train
0.0663,0.144,0.1101,0.1702,0.0744,0.0517,0.0808,0.0724,0.0653,0.0481,11930.0,1350.0,6180.0,1600.0,2,train
0.0743,0.155,0.1174,0.0625,0.0294,0.0598,0.1022,0.1422,0.0892,0.0312,6180.0,1600.0,9430.0,3850.0,2,train
0.0136,0.0237,0.0404,0.0412,0.0222,0.0146,0.037,0.0972,0.0711,0.0269,9430.0,3850.0,,,1,train
0.0871,0.0924,0.0678,0.0483,0.0241,0.0755,0.0945,0.1202,0.0772,0.0268,9430.0,3850.0,4430.0,2350.0,2,test
0.081,0.0769,0.0356,0.016,0.0,0.0687,0.0706,0.035,0.0156,0.012,4430.0,2350.0,,,1,train
0.0786,0.0789,0.0475,0.0502,0.0466,0.0666,0.0725,0.053,0.1474,0.0714,4430.0,2350.0,12180.0,4100.0,2,test
0.0,0.0103,0.0204,0.0442,0.0466,0.0,0.0139,0.0289,0.1412,0.0732,12180.0,4100.0,,,1,train
0.0,0.016,0.0471,0.1107,0.095,0.0,0.0202,0.0555,0.2124,0.1124,12180.0,4100.0,11680.0,2850.0,2,train
0.0,0.0165,0.0449,0.1324,0.2054,0.0,0.0196,0.0448,0.1145,0.1013,11680.0,2850.0,13680.0,1350.0,2,train
0.0,0.0,0.0168,0.0667,0.1595,0.0,0.0107,0.0158,0.0364,0.0596,13680.0,1350.0,,,1,train
0.0973,0.0812,0.0774,0.0421,0.0157,0.1266,0.1002,0.0895,0.0446,0.0171,2930.0,3350.0,8430.0,2850.0,2,train
0.019,0.0393,0.063,0.0409,0.018,0.0205,0.0472,0.074,0.044,0.0178,8430.0,2850.0,,,1,train
0.0149,0.0368,0.0691,0.0876,0.1724,0.0163,0.0453,0.0785,0.0731,0.0857,8430.0,2850.0,13930.0,1850.0,2,train
0.0093,0.011,0.0186,0.0611,0.1641,0.0087,0.0135,0.0184,0.044,0.0804,13930.0,1850.0,,,1,train
0.0,0.0,0.0142,0.0395,0.0714,0.0,0.0096,0.017,0.0704,0.1449,13680.0,3850.0,,,1,train
0.0254,0.0308,0.0227,0.0117,0.0,0.0393,0.1574,0.0466,0.0139,0.0,5930.0,4600.0,,,1,train
0.2153,0.0678,0.0315,0.0116,0.0,0.0737,0.1767,0.0525,0.0135,0.0,5930.0,4600.0,2180.0,600.0,2,train
0.3061,0.0921,0.0326,0.012,0.0,0.1206,0.0727,0.0309,0.0122,0.0,2180.0,600.0,1430.0,2600.0,2,train
0.1212,0.053,0.021,0.0,0.0,0.0838,0.0491,0.0212,0.0088,0.0,1430.0,2600.0,,,1,train
0.1287,0.0751,0.1043,0.0823,0.029,0.0901,0.0673,0.0587,0.0498,0.0238,1430.0,2600.0,9680.0,1600.0,2,train
0.1662,0.0727,0.1103,0.0858,0.309,0.0633,0.0573,0.0543,0.0481,0.0258,1430.0,1100.0,9680.0,1350.0,2,train
0.0468,0.1382,0.146,0.0943,0.0333,0.0365,0.0587,0.0662,0.0547,0.0275,9680.0,1350.0,6180.0,850.0,2,train
0.0833,0.1497,0.0747,0.025,0.0103,0.1418,0.1184,0.0538,0.0235,0.0121,6180.0,850.0,3930.0,4350.0,2,train
0.0,0.0098,0.018,0.058,0.1406,0.0,0.0107,0.0179,0.053,0.0996,13930.0,2350.0,,,1,train
0.0,0.0,0.034,0.1713,0.2085,0.0,0.0091,0.0267,0.0821,0.1286,13930.0,2350.0,12430.0,1100.0,2,train
0.063,0.1486,0.0516,0.1329,0.087,0.0324,0.0388,0.0347,0.046,0.0443,12430.0,1100.0,4930.0,600.0,2,test
0.0673,0.1472,0.0353,0.0134,0.0,0.0368,0.0395,0.0253,0.0132,0.0103,4930.0,600.0,,,1,train
0.1947,0.2145,0.0526,0.0165,0.0,0.0782,0.0712,0.0386,0.0156,0.0,4930.0,600.0,3430.0,850.0,2,train
0.1399,0.0801,0.0259,0.0105,0.0,0.0515,0.0428,0.0226,0.0108,0.0088,3430.0,850.0,,,1,train
0.2121,0.1289,0.0445,0.015,0.0,0.1296,0.0949,0.0416,0.0151,0.0,3430.0,850.0,3430.0,2850.0,2,train
0.0858,0.0595,0.0269,0.012,0.0,0.0897,0.0643,0.0284,0.0126,0.0095,3430.0,2850.0,,,1,train
0.1585,0.1488,0.0507,0.0169,0.0,0.1237,0.0967,0.0448,0.0166,0.0,3430.0,2850.0,4430.0,1100.0,2,test
0.0862,0.1073,0.0605,0.1384,0.0743,0.0461,0.0509,0.0451,0.0594,0.0472,4430.0,1100.0,11930.0,1600.0,2,train
0.0588,0.2002,0.0734,0.1403,0.0752,0.0362,0.048,0.0475,0.0609,0.0482,11930.0,1600.0,5430.0,600.0,2,train
0.0584,0.1916,0.0467,0.0169,0.0096,0.036,0.0428,0.03,0.0165,0.012,5430.0,600.0,,,1,train
0.0253,0.0353,0.0429,0.0354,0.0181,0.0484,0.2187,0.129,0.0735,0.0201,9430.0,4350.0,5430.0,5100.0,2,train
0.0268,0.0271,0.0197,0.012,0.0089,0.0477,0.1988,0.0319,0.0137,0.0116,5430.0,5100.0,,,1,train
0.1968,0.0683,0.028,0.0,0.0,0.0973,0.2229,0.0375,0.0092,0.0,5430.0,5100.0,1180.0,1100.0,2,train
0.1822,0.0543,0.0219,0.0105,0.0,0.0644,0.0403,0.0209,0.011,0.0099,1180.0,1100.0,,,1,train
0.1893,0.0737,0.0567,0.0366,0.0172,0.0732,0.075,0.1268,0.0542,0.0182,1180.0,1100.0,8680.0,3850.0,2,train
0.0203,0.0319,0.047,0.0379,0.022,0.022,0.048,0.1192,0.0563,0.023,8680.0,3850.0,,,1,train
0.0273,0.0555,0.0964,0.0689,0.0327,0.03,0.0757,0.1734,0.0886,0.0315,8680.0,3850.0,8680.0,2850.0,2,train
0.035,0.0844,0.2047,0.0618,0.0265,0.0325,0.0634,0.0933,0.0566,0.0249,8430.0,2850.0,7930.0,350.0,2,train
0.1074,0.0934,0.1677,0.0332,0.0127,0.113,0.0695,0.0447,0.0247,0.0134,7930.0,350.0,1680.0,3350.0,2,test
0.0952,0.0483,0.0219,0.0115,0.0,0.1041,0.0514,0.0234,0.0122,0.011,1680.0,3350.0,,,1,train
0.0999,0.0642,0.0627,0.0538,0.0272,0.1088,0.0729,0.0928,0.0776,0.0272,1680.0,3350.0,9680.0,3350.0,2,train
0.0151,0.0266,0.0512,0.0531,0.0304,0.0157,0.0336,0.0816,0.0769,0.031,9680.0,3350.0,,,1,train
0.047,0.0515,0.0615,0.0533,0.0269,0.1151,0.114,0.097,0.0773,0.027,9680.0,3350.0,4180.0,4850.0,2,train
0.0712,0.1282,0.0912,0.0292,0.0132,0.129,0.1234,0.0559,0.0261,0.0145,4180.0,4850.0,6680.0,850.0,2,train
0.0398,0.1031,0.0799,0.0273,0.0146,0.0312,0.0429,0.0388,0.0236,0.016,6680.0,850.0,,,1,train
0.0308,0.098,0.0796,0.0472,0.092,0.0231,0.0366,0.0376,0.0518,0.1752,6680.0,850.0,14680.0,3600.0,2,train
0.0161,0.0197,0.0184,0.037,0.0925,0.0136,0.0169,0.0191,0.0464,0.1755,14680.0,3600.0,,,1,train
0.183,0.0502,0.0213,0.0317,0.085,0.0505,0.0331,0.0196,0.0402,0.1689,14680.0,3600.0,1430.0,600.0,2,train
0.2618,0.1178,0.0418,0.015,0.0,0.1044,0.0788,0.0375,0.0148,0.0089,1430.0,600.0,3930.0,1850.0,2,train
0.0963,0.0813,0.0335,0.0157,0.0096,0.0632,0.0557,0.031,0.016,0.0121,3930.0,1850.0,,,1,train
0.1047,0.1035,0.0733,0.0472,0.022,0.0725,0.0897,0.1222,0.0656,0.0217,3930.0,1850.0,8930.0,3600.0,2,train
0.0137,0.0192,0.0277,0.09,0.1115,0.0122,0.018,0.0244,0.055,0.0642,12930.0,1850.0,,,1,train
0.0,0.01,0.0259,0.1169,0.2931,0.0,0.0,0.0206,0.0711,0.114,12930.0,1850.0,14430.0,1600.0,2,test
0.0114,0.0161,0.0177,0.0473,0.2085,0.0101,0.0146,0.017,0.0366,0.0716,14430.0,1600.0,,,1,train
0.0156,0.0301,0.0338,0.0521,0.2066,0.0219,0.0971,0.1083,0.0464,0.069,14430.0,1600.0,7430.0,4850.0,2,test
0.0272,0.0382,0.0343,0.0212,0.0118,0.0323,0.1051,0.1098,0.0281,0.0144,7430.0,4850.0,,,1,train
0.0719,0.065,0.0428,0.0203,0.0,0.1861,0.1489,0.1192,0.0266,0.0102,7430.0,4850.0,2930.0,4350.0,2,train
0.0605,0.0456,0.0221,0.0106,0.0,0.1694,0.0649,0.0245,0.0115,0.0096,2930.0,4350.0,,,1,train
0.177,0.1092,0.0385,0.0136,0.0,0.2036,0.0926,0.0368,0.0139,0.0,2930.0,4350.0,3430.0,850.0,2,train
0.1332,0.0825,0.0404,0.0894,0.1627,0.0492,0.0451,0.0326,0.0458,0.0576,3430.0,850.0,13430.0,1100.0,2,train
0.0288,0.0361,0.0363,0.0899,0.163,0.0416,0.197,0.047,0.0485,0.0589,13430.0,1100.0,5680.0,4850.0,2,train
0.1531,0.091,0.0396,0.0159,0.0,0.0959,0.2226,0.0514,0.0178,0.0098,5680.0,4850.0,2930.0,1600.0,2,test
0.1762,0.1119,0.048,0.0184,0.0,0.128,0.1211,0.0511,0.0193,0.0101,2930.0,1600.0,4680.0,3600.0,2,test
0.1563,0.059,0.0236,0.0114,0.0,0.0614,0.0415,0.022,0.0122,0.0109,1930.0,1350.0,,,1,train
0.215,0.096,0.0368,0.0123,0.0,0.1695,0.0915,0.0369,0.0127,0.0,1930.0,1350.0,2930.0,3600.0,2,train
0.0796,0.0266,0.0126,0.0,0.0,0.1274,0.0663,0.0286,0.0134,0.0102,2930.0,3600.0,,,1,train
0.1681,0.1024,0.0404,0.0133,0.0,0.1842,0.1031,0.0412,0.0136,0.0,2930.0,3600.0,2930.0,2350.0,2,test
0.1139,0.0694,0.0303,0.0142,0.0,0.0854,0.0591,0.0295,0.0149,0.0111,2930.0,2350.0,,,1,train
0.1086,0.0644,0.0285,0.0301,0.0777,0.08,0.0534,0.0269,0.0363,0.1948,2930.0,2350.0,15180.0,4100.0,2,test
0.0145,0.0179,0.0215,0.0604,0.2546,0.0125,0.0161,0.0211,0.0637,0.28,15180.0,4100.0,15930.0,1850.0,2,test
0.0131,0.0175,0.0186,0.0432,0.1914,0.0116,0.0154,0.0185,0.0404,0.1021,15930.0,1850.0,,,1,train
0.0741,0.1395,0.0359,0.0419,0.1867,0.0338,0.0352,0.0258,0.0377,0.0972,15930.0,1850.0,4680.0,350.0,2,test
0.128,0.0648,0.0281,0.0133,0.0,0.0885,0.0563,0.0276,0.014,0.0109,2180.0,2350.0,,,1,train
0.1597,0.086,0.0347,0.0121,0.0,0.2465,0.0954,0.0363,0.0124,0.0,2180.0,2350.0,2930.0,4600.0,2,train
0.0855,0.07,0.0365,0.0154,0.0,0.2649,0.1605,0.0472,0.0169,0.0093,2930.0,4600.0,4430.0,4850.0,2,train
0.0505,0.0478,0.0282,0.0147,0.0087,0.1063,0.1217,0.0373,0.0163,0.0114,4430.0,4850.0,,,1,train
0.0487,0.0771,0.0555,0.0242,0.0101,0.0453,0.0752,0.0546,0.0243,0.012,6180.0,2600.0,,,1,train
0.0458,0.0771,0.0713,0.0727,0.0596,0.0434,0.0779,0.0778,0.1493,0.0703,6180.0,2600.0,11930.0,3600.0,2,train
0.0164,0.0232,0.034,0.0627,0.0594,0.0144,0.0236,0.0424,0.1405,0.0716,11930.0,3600.0,,,1,train
0.1629,0.0744,0.0423,0.0601,0.054,0.0414,0.0413,0.0463,0.137,0.066,11930.0,3600.0,3180.0,350.0,2,train
0.1653,0.0734,0.0262,0.0128,0.0084,0.0452,0.0403,0.0231,0.0128,0.0116,3180.0,350.0,,,1,train
0.192,0.1255,0.068,0.025,0.0,0.075,0.1047,0.0698,0.0241,0.0089,3180.0,350.0,6430.0,2850.0,2,train
0.0469,0.0738,0.0585,0.027,0.0126,0.0463,0.0852,0.0642,0.0273,0.0142,6430.0,2850.0,,,1,train
0.1522,0.1232,0.0719,0.0281,0.01,0.1001,0.1184,0.0752,0.0279,0.0114,6430.0,2850.0,2930.0,1850.0,2,train
0.1224,0.0687,0.028,0.0132,0.0,0.0693,0.0529,0.0264,0.0131,0.0109,2930.0,1850.0,,,1,train
0.1319,0.0934,0.0754,0.0467,0.0203,0.0789,0.089,0.115,0.0585,0.02,2930.0,1850.0,8680.0,3350.0,2,train
0.024,0.0424,0.0613,0.0456,0.0228,0.0236,0.0544,0.1029,0.058,0.0232,8680.0,3350.0,,,1,test
0.021,0.0353,0.0456,0.0366,0.02,0.0214,0.0537,0.1414,0.0578,0.0216,8430.0,4100.0,,,1,train
0.0187,0.0326,0.0741,0.0908,0.0373,0.0168,0.0303,0.0467,0.0556,0.0315,10180.0,1600.0,,,1,train
0.1171,0.0923,0.0896,0.0908,0.0331,0.08,0.0739,0.0614,0.0557,0.0273,10180.0,1600.0,3430.0,2100.0,2,test
0.1627,0.1379,0.0605,0.0233,0.0109,0.1247,0.1199,0.0586,0.0236,0.0129,3430.0,2100.0,4930.0,2600.0,2,test
0.0658,0.0772,0.0406,0.0186,0.0105,0.0613,0.075,0.0407,0.0189,0.0131,4930.0,2600.0,,,1,train
0.0722,0.0915,0.0619,0.0326,0.0146,0.0701,0.1154,0.202,0.0449,0.016,4930.0,2600.0,8180.0,4600.0,2,train
0.0471,0.0494,0.0298,0.0154,0.0094,0.0676,0.0979,0.0379,0.0165,0.0123,4930.0,3850.0,,,1,train
0.0478,0.0538,0.0429,0.0568,0.0715,0.0714,0.1076,0.055,0.1199,0.1163,4930.0,3850.0,12930.0,3850.0,2,train
0.0126,0.018,0.025,0.0534,0.0733,0.011,0.0174,0.0284,0.1157,0.1183,12930.0,3850.0,,,1,train
0.0,0.019,0.0469,0.1052,0.1086,0.0,0.0197,0.0544,0.1922,0.1482,12930.0,3850.0,11430.0,3100.0,2,test
0.0102,0.0197,0.0365,0.0682,0.0508,0.0093,0.02,0.041,0.0984,0.0512,11430.0,3100.0,,,1,train
0.0088,0.022,0.0512,0.1273,0.1509,0.0016,0.0222,0.054,0.1521,0.1275,11430.0,3100.0,13180.0,2600.0,2,test
0.0793,0.0776,0.0482,0.0786,0.1142,0.0651,0.0662,0.0451,0.0747,0.0925,13180.0,2600.0,4180.0,2350.0,2,train
0.1326,0.174,0.075,0.026,0.0109,0.1026,0.1096,0.06,0.0245,0.0124,4180.0,2350.0,5430.0,1600.0,2,train
0.1518,0.2012,0.0744,0.0255,0.0105,0.0834,0.0925,0.0548,0.0235,0.0124,5430.0,1600.0,4180.0,850.0,2,train
0.2716,0.145,0.045,0.0164,0.0,0.0942,0.075,0.0373,0.016,0.0103,4180.0,850.0,430.0,100.0,2,test
0.1985,0.0727,0.0437,0.0243,0.0115,0.0697,0.0831,0.1713,0.0349,0.0135,430.0,100.0,8180.0,4600.0,2,train
0.0172,0.029,0.0378,0.0567,0.1485,0.0186,0.0535,0.1647,0.0684,0.1457,8180.0,4600.0,14930.0,2850.0,2,train
0.014,0.0181,0.0201,0.0472,0.1466,0.0125,0.0172,0.0194,0.0491,0.1444,14930.0,2850.0,,,1,train
0.0388,0.0406,0.0291,0.0454,0.1416,0.0807,0.1163,0.0363,0.0476,0.1391,14930.0,2850.0,4680.0,4600.0,2,train
0.056,0.0521,0.03,0.0127,0.0,0.1073,0.1479,0.0423,0.0145,0.0,4680.0,4600.0,,,1,train
0.1073,0.0918,0.0482,0.0192,0.0,0.1967,0.2137,0.0641,0.0213,0.0,4680.0,4600.0,3930.0,3850.0,2,train
0.0921,0.1188,0.0925,0.0353,0.0142,0.1301,0.1272,0.0732,0.0341,0.0131,3930.0,3850.0,6930.0,1850.0,2,train
0.0398,0.0809,0.0767,0.0316,0.0143,0.0344,0.0573,0.0523,0.0295,0.0137,6930.0,1850.0,,,1,test
0.117,0.1287,0.0927,0.0345,0.013,0.1256,0.1149,0.071,0.0327,0.0119,6930.0,1850.0,3430.0,3100.0,2,test
0.092,0.0662,0.0318,0.0159,0.0094,0.1049,0.076,0.0341,0.017,0.01,3430.0,3100.0,,,1,train
0.129,0.0934,0.0407,0.0136,0.0,0.2252,0.14,0.0473,0.0147,0.0,3430.0,3100.0,3680.0,4600.0,2,train
0.0571,0.0465,0.0264,0.0143,0.0083,0.1442,0.0881,0.0322,0.0158,0.0095,3680.0,4600.0,,,1,train
0.1106,0.1052,0.0585,0.0241,0.0091,0.215,0.205,0.077,0.027,0.0087,3680.0,4600.0,5180.0,3600.0,2,train
0.0706,0.0762,0.0473,0.0233,0.0122,0.0918,0.1415,0.0617,0.0256,0.0122,5180.0,3600.0,,,1,train
0.048,0.0552,0.0425,0.0636,0.1548,0.065,0.1031,0.0508,0.0516,0.0763,5180.0,3600.0,13930.0,1850.0,2,train
0.015,0.0271,0.061,0.1207,0.1908,0.0146,0.0305,0.0684,0.1399,0.1134,13930.0,1850.0,10930.0,3100.0,2,train
0.0123,0.0241,0.0511,0.0769,0.0518,0.0125,0.0279,0.0603,0.1101,0.051,10930.0,3100.0,,,1,train
0.0783,0.0734,0.0676,0.0793,0.0494,0.0904,0.0875,0.078,0.1119,0.0477,10930.0,3100.0,3930.0,3100.0,2,train
0.1492,0.1123,0.0491,0.0199,0.0095,0.1604,0.1251,0.0522,0.0209,0.0095,3930.0,3100.0,3430.0,2850.0,2,train
0.1318,0.1058,0.0505,0.0205,0.0088,0.1535,0.1465,0.0586,0.0219,0.009,3430.0,2850.0,4680.0,3600.0,2,train
0.0844,0.1296,0.1165,0.0379,0.0143,0.1003,0.1295,0.0719,0.0336,0.0126,4680.0,3600.0,7180.0,1100.0,2,train
0.0371,0.0886,0.0978,0.0331,0.0146,0.0303,0.048,0.0452,0.028,0.0138,7180.0,1100.0,,,1,train
0.0274,0.0372,0.0257,0.0,0.0,0.0452,0.1462,0.0534,0.0106,0.0,5930.0,4350.0,,,1,train
0.0377,0.0545,0.0647,0.0614,0.0376,0.0531,0.1663,0.1288,0.1464,0.0397,5930.0,4350.0,10430.0,4100.0,2,test
0.0145,0.0257,0.046,0.0558,0.0388,0.0148,0.0334,0.0885,0.1381,0.0418,10430.0,4100.0,,,1,train
0.0611,0.0553,0.03,0.0133,0.0,0.0961,0.1016,0.0371,0.0144,0.0,4430.0,3850.0,,,1,train
0.1971,0.0497,0.0192,0.09,0.0,0.0489,0.0356,0.0175,0.009,0.0,1680.0,100.0,,,1,train
0.2519,0.1308,0.0708,0.0281,0.0102,0.1169,0.1556,0.0805,0.0289,0.0092,1680.0,100.0,5680.0,3100.0,2,train
0.0483,0.0641,0.0405,0.0154,0.0,0.0541,0.0891,0.0481,0.0161,0.0,5680.0,3100.0,,,1,train
0.1106,0.1007,0.0561,0.0235,0.0094,0.1746,0.137,0.0653,0.0249,0.0092,5680.0,3100.0,2680.0,3850.0,2,test
0.0783,0.0683,0.1194,0.1286,0.0413,0.1388,0.0784,0.0592,0.0558,0.0307,2680.0,3850.0,10180.0,600.0,2,train
0.0159,0.0301,0.0913,0.1068,0.0377,0.0145,0.0268,0.0397,0.0469,0.0292,10180.0,600.0,,,1,train
0.0,0.025,0.0969,0.1531,0.1762,0.0,0.0215,0.0429,0.0742,0.0831,10180.0,600.0,13680.0,1600.0,2,train
0.0,0.0114,0.0208,0.0665,0.1544,0.0,0.0124,0.0188,0.0446,0.0694,13680.0,1600.0,,,1,train
0.0131,0.035,0.0623,0.0477,0.0235,0.0154,0.0439,0.086,0.0591,0.0228,8930.0,3100.0,,,1,train
0.0144,0.0357,0.0695,0.0839,0.1602,0.0159,0.0445,0.0916,0.0909,0.117,8930.0,3100.0,14430.0,2350.0,2,train
0.0351,0.0766,0.0787,0.066,0.1512,0.0307,0.0542,0.0548,0.0619,0.1078,14430.0,2350.0,6930.0,1850.0,2,train
0.0347,0.0752,0.0761,0.0546,0.1126,0.0303,0.0533,0.0527,0.0595,0.2117,6930.0,1850.0,15930.0,4100.0,2,train
0.011,0.0128,0.0171,0.0382,0.1086,0.0101,0.0142,0.0177,0.0456,0.2056,15930.0,4100.0,,,1,train
0.033,0.0714,0.1091,0.0674,0.2068,0.0285,0.0479,0.0537,0.057,0.0858,7680.0,1350.0,14930.0,0.0287,2,train
0.0122,0.0139,0.0178,0.0422,0.199,0.011,0.0154,0.0178,0.0372,0.0805,14930.0,1600.0,,,1,train
0.0094,0.0206,0.0372,0.0431,0.0279,0.0107,0.0295,0.0865,0.1105,0.0307,10180.0,4350.0,,,1,train
0.031,0.0418,0.0478,0.0445,0.0259,0.054,0.1937,0.1069,0.1115,0.028,10180.0,4350.0,5430.0,4850.0,2,train
0.0353,0.0372,0.0257,0.0155,0.0104,0.0555,0.1797,0.0394,0.0176,0.011,5430.0,4850.0,,,1,train
0.0308,0.0368,0.0388,0.053,0.054,0.0509,0.1744,0.0577,0.1358,0.0726,5430.0,4850.0,12180.0,3850.0,2,train
0.0123,0.0171,0.0286,0.0515,0.0562,0.0112,0.0175,0.0353,0.1332,0.0749,12180.0,3850.0,,,1,train
0.0509,0.0371,0.0309,0.0474,0.0499,0.1583,0.0528,0.0394,0.1293,0.0688,12180.0,3850.0,2680.0,4350.0,2,train
